????(???)?,??,???,?? (?),?,0 - 4?,5 - 9?,10 - 14?,15 - 19?,20 - 24?,25 - 29?,30 - 34?,35 - 39?,40 - 44?,45 - 49?,50 - 54?,55 - 59?,60 - 64?,65 - 69?,70 - 74?,75 - 79?,80? ??,80 - 84?,85? ??,85 - 89?,90 - 94?,95 - 99?,100? ??
 ???,??,35 - 39?,9404.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,7951,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,8970.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,8800,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,8404,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,7544.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,5085,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,3809,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,3056,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,3104.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,1949.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1155,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,846,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,229,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,74,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,6,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,113166.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,3155.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,3491,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,3557,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,4195,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,7179.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,9859.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,9279.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,9383,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,8237,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,9284.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,9007.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,8512,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,7907,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,5609,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,4691,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,4182,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,5636.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3152,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,2484.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1618,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,675,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,164,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,27.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,291841,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,10620,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,10584.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,9309.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,11202.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,19866,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,25368,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,23850.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,25563,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,21810,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,23377.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,23434,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,23143,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,20781.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,14024.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,11034,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,8844.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,9028,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,5546.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,3481.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,2455,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,821,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,178,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,27.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,142673,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,5462,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,5381.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,4734.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,5521,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,9628,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,12760,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,11445,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,12877,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,11091.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,11583,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,11614,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,11589,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,10243,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,6672.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,4991.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,3865.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,3214,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,2154.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1059.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,798.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,207,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,47.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,6.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,149168,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,5158,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,5203,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,4575,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,5681.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,10238,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,12608,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,12405.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,12686,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,10718.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,11794.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,11820,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,11554,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,10538.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,7352,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,6042.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,4979,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,5814,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3392,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,2422,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1656.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,614,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,130.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,21,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,343783,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,9107,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,11488,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,12259,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,14399,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,26069.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,35974.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,29172,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,27354.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,24710,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,27864,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,27567.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,26347.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,24044,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,16400.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,12293.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,9298.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,9434,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,5780.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,3653.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,2530,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,876,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,207,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,40.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,166229.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,4653.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,5880.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,6279.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,7311.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,11947,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,17355,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,14388.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,13566,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,12209,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,13682.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,13315.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,12908.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,11466.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,7792.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,5712.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,4249,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,3512,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,2388,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1124,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,833.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,239,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,44.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,7,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,177553.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,4453.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,5607.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,5979.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,7087.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,14122.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,18619.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,14783.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,13788.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,12501,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,14181.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,14252,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,13439,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,12577.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,8608,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,6581,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,5049.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,5922,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3392.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,2529.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1696.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,637,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,162.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,33.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,?,337801,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,0 - 4?,9989.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,5 - 9?,11437,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,10 - 14?,11100,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,15 - 19?,13225,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,20 - 24?,25595,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,25 - 29?,29694,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,30 - 34?,24183.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,35 - 39?,26077.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,40 - 44?,24009.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,45 - 49?,26402.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,50 - 54?,26376,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,55 - 59?,26082,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,60 - 64?,25501.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,65 - 69?,18788.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,70 - 74?,15061.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,75 - 79?,12222,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,80? ??,12056,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,80 - 84?,7391,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,85? ??,4665,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,85 - 89?,3317.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,90 - 94?,1045.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,95 - 99?,263,,,,,,,,,,,,,,,,,,,,,,,,
 ????,?,100? ??,39,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,?,167564,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,0 - 4?,5116,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,5 - 9?,5887,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,10 - 14?,5681,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,15 - 19?,6639,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,20 - 24?,12007.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,25 - 29?,15684.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,30 - 34?,12561.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,35 - 39?,13439.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,40 - 44?,12425.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,45 - 49?,13548.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,50 - 54?,13324,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,55 - 59?,12985,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,60 - 64?,12405,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,65 - 69?,8978.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,70 - 74?,6904,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,75 - 79?,5420.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,80? ??,4557,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,80 - 84?,3064,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,85? ??,1493,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,85 - 89?,1130,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,90 - 94?,285,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,95 - 99?,70.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,100? ??,7.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,?,170237,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,0 - 4?,4873.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,5 - 9?,5550,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,10 - 14?,5419,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,15 - 19?,6586,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,20 - 24?,13587.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,25 - 29?,14009.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,30 - 34?,11622,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,35 - 39?,12638,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,40 - 44?,11584,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,45 - 49?,12854,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,50 - 54?,13052,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,55 - 59?,13097,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,60 - 64?,13096.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,65 - 69?,9810,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,70 - 74?,8157.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,75 - 79?,6801.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,80? ??,7499,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,80 - 84?,4327,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,85? ??,3172,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,85 - 89?,2187.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,90 - 94?,760.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,95 - 99?,192.5,,,,,,,,,,,,,,,,,,,,,,,,
 ????,??,100? ??,31.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,390233,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,11146.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,12723,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,12421,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,15134.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,23983.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,31889.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,28443,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,29817.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,26967.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,30630.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,33612.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,35135,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,32693.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,65 - 69?,22863,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,70 - 74?,17331,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,75 - 79?,13001.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80? ??,12440,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,80 - 84?,7671.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85? ??,4768.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,85 - 89?,3326,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,90 - 94?,1151,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,95 - 99?,256,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,100? ??,35.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,193105.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,5758.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,6560,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,6345.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,7734,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,12031,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,15796,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,14490.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,15576.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,14146.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,15538.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,16484.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,17305.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,15933.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,11020.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,8018.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,5838,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,4528,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,3179,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,1349,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,1046,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,251.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,48.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,3,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,?,197127.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,0 - 4?,5388,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,5 - 9?,6163,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,10 - 14?,6075.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,15 - 19?,7400.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,20 - 24?,11952.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,25 - 29?,16093.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,30 - 34?,13952.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,35 - 39?,14241,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,40 - 44?,12821,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,45 - 49?,15092,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,50 - 54?,17128,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,55 - 59?,17829.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,60 - 64?,16760,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,65 - 69?,11842.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,70 - 74?,9312.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,75 - 79?,7163.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80? ??,7912,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,80 - 84?,4492.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85? ??,3419.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,85 - 89?,2280,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,90 - 94?,899.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,95 - 99?,207.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,??,100? ??,32.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,?,432206,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,0 - 4?,12936.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,5 - 9?,16941.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,10 - 14?,17406,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,15 - 19?,20578.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,20 - 24?,32047,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,25 - 29?,34141.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,30 - 34?,28190.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,35 - 39?,32089.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,40 - 44?,31746,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,45 - 49?,38195.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,50 - 54?,35425,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,55 - 59?,32449.5,,,,,,,,,,,,,,,,,,,,,,,,
 ???,?,60 - 64?,30547.5,,,,,,,,,,,,,,,,,,,,,,,,
